ID	Type	Cluster representative	Virus Species	Host Species
WUR53 SRR9171778_complete_1	Complete	WUR53 SRR9171778_complete_1	Novel	Heliozelidae sp.
SRR12988915_complete_1	Complete	WUR54 SRR12988916_complete_1	Novel	Conogethes punctiferalis
SRR12988917_complete_1	Complete	WUR54 SRR12988916_complete_1	Novel	Conogethes punctiferalis
SRR2976624_complete_1	Complete	WUR54 SRR12988916_complete_1	Novel	Conogethes punctiferalis
SRR2976631_complete_1	Complete	WUR54 SRR12988916_complete_1	Novel	Conogethes punctiferalis
SRR3194010_complete_1	Complete	WUR54 SRR12988916_complete_1	Novel	Conogethes punctiferalis
SRR3194011_complete_1	Complete	WUR54 SRR12988916_complete_1	Novel	Conogethes punctiferalis
WUR54 SRR12988916_complete_1	Complete	WUR54 SRR12988916_complete_1	Novel	Conogethes punctiferalis
SRR10413985_complete_1	Complete	WUR55 SRR10413984_complete_1	Novel	Coleophora obducta
WUR55 SRR10413984_complete_1	Complete	WUR55 SRR10413984_complete_1	Novel	Coleophora obducta
WUR56 SRR9171814_complete_1	Complete	WUR56 SRR9171814_complete_1	Novel	Heliozelidae sp.
WUR57 SRR1021617_complete_1	Complete	WUR57 SRR1021617_complete_1	Novel	Megalopyge crispata
WUR58 SRR12736789_complete_1	Complete	WUR58 SRR12736789_complete_1	Novel	Pachliopta aristolochiae
SRR12736786_complete_1	Complete	WUR59 SRR12736785_complete_1	Novel	Pachliopta aristolochiae
SRR12736787_complete_1	Complete	WUR59 SRR12736785_complete_1	Novel	Pachliopta aristolochiae
SRR12736788_pg_nr1	Patched	WUR59 SRR12736785_complete_1	Novel	Pachliopta aristolochiae
SRR12736790_complete_1	Complete	WUR59 SRR12736785_complete_1	Novel	Pachliopta aristolochiae
SRR12736814_complete_1	Complete	WUR59 SRR12736785_complete_1	Novel	Pachliopta aristolochiae
WUR59 SRR12736785_complete_1	Complete	WUR59 SRR12736785_complete_1	Novel	Pachliopta aristolochiae
SRR11822921_pg_nr1	Patched	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822923_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822924_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822925_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822926_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822927_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822928_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822929_pg_nr1	Patched	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822930_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822931_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822932_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822933_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822934_pg_nr1	Patched	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822936_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822937_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822939_pg_nr1	Patched	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822940_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822941_pg_nr1	Patched	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822942_pg_nr1	Patched	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR11822943_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002056_pg_nr1	Patched	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002063_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002066_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002067_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002068_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002069_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002070_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002071_pg_nr1	Patched	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002072_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR12002073_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415760_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415761_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415762_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415763_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415764_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415765_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415766_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415767_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415768_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415769_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415770_complete_2	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR7415771_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
WUR6 SRR11822922_complete_1	Complete	WUR6 SRR11822922_complete_1	Iflavirus betaspexiguae	Spodoptera exigua
SRR15311583_complete_1	Complete	WUR60 SRR7757596_complete_1	Novel	Dioryctria abietella
WUR60 SRR7757596_complete_1	Complete	WUR60 SRR7757596_complete_1	Novel	Ectropis obliqua
SRR850327_complete_1	Complete	WUR61 SRR850326_complete_1	Novel	Papilio polytes
WUR61 SRR850326_complete_1	Complete	WUR61 SRR850326_complete_1	Novel	Papilio polytes
SRR12107985_complete_1	Complete	WUR62 SRR12107984_complete_1	Novel	Busseola fusca
SRR12107986_complete_1	Complete	WUR62 SRR12107984_complete_1	Novel	Busseola fusca
SRR12107987_complete_1	Complete	WUR62 SRR12107984_complete_1	Novel	Busseola fusca
SRR12107989_complete_1	Complete	WUR62 SRR12107984_complete_1	Novel	Busseola fusca
WUR62 SRR12107984_complete_1	Complete	WUR62 SRR12107984_complete_1	Novel	Busseola fusca
SRR5590476_complete_1	Complete	WUR63 SRR5590484_complete_1	Novel	Galleria mellonella
SRR5590480_complete_1	Complete	WUR63 SRR5590484_complete_1	Novel	Galleria mellonella
SRR5590482_complete_1	Complete	WUR63 SRR5590484_complete_1	Novel	Galleria mellonella
SRR5590491_complete_1	Complete	WUR63 SRR5590484_complete_1	Novel	Galleria mellonella
WUR63 SRR5590484_complete_1	Complete	WUR63 SRR5590484_complete_1	Novel	Galleria mellonella
WUR64 SRR5590473_complete_1	Complete	WUR64 SRR5590473_complete_1	Novel	Galleria mellonella
SRR11218239_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR11218240_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR11218241_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR11218242_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR11218243_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR11218244_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR11218245_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624035_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624036_pg_nr1	Patched	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624037_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624040_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624042_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624043_pg_nr1	Patched	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624045_pg_nr1	Patched	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624046_pg_nr1	Patched	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624048_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624050_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624054_pg_nr1	Patched	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624055_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR13624056_pg_nr1	Patched	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR8191147_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
WUR65 SRR11218238_complete_1	Complete	WUR65 SRR11218238_complete_1	Novel	Galleria mellonella
SRR12087336_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
SRR12087337_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
SRR12087339_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
SRR12087340_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
SRR12087341_pg_nr1	Patched	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
SRR12087342_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
SRR12087343_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
SRR12087344_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
SRR12087345_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
SRR6650072_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
WUR7 SRR12087338_complete_1	Complete	WUR7 SRR12087338_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
ERR986580_complete_1	Complete	WUR8 ERR986579_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
WUR8 ERR986579_complete_1	Complete	WUR8 ERR986579_complete_1	Iflavirus spexiguae	Spodoptera frugiperda
WUR9 SRR3089402_complete_1	Complete	WUR9 SRR3089402_complete_1	Iflavirus lineacelli	Lymantria dispar
ERR986577_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera frugiperda
ERR986578_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera frugiperda
SRR1050532_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR1050533_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR1050534_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR11822929_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR11822932_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR11822933_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR12002065_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR12002068_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR6060314_pg_nr1	Patched	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera frugiperda
SRR7415760_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415761_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415762_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415763_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415764_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415765_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415766_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415767_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415768_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415769_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR7415770_complete_1	Complete	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
YP_004935363.1 Spodoptera exigua iflavirus 1	NCBI	YP_004935363.1 Spodoptera exigua iflavirus 1	Iflavirus spexiguae	Spodoptera exigua
SRR12032012_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR12032013_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR21694239_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR21694240_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR21694242_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea yamamai
SRR5119598_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR6031688_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Bombyx mandarina
SRR8499549_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR8499550_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR8499551_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR8501687_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR8501688_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
SRR8501689_complete_1	Complete	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
YP_009002581.1 Antheraea pernyi iflavirus	NCBI	YP_009002581.1 Antheraea pernyi iflavirus	Iflavirus vomitus	Antheraea pernyi
DRR086508_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR10023504_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR10023506_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR10403167_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10403168_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10403169_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10403170_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10441878_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10441879_complete_2	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10441880_complete_2	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10441881_complete_2	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10441882_complete_2	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10441883_complete_2	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10441884_complete_2	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10441885_complete_2	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR10441888_complete_2	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR12051898_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051899_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051900_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051901_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051902_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051903_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051904_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051905_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051906_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051907_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051908_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051909_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051910_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051911_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051912_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051913_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051914_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051915_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051916_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051917_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051918_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051919_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051920_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051921_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051922_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051923_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051924_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051925_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051926_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR12051927_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR13664481_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR13664482_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR13664483_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR13664484_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR13664485_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR13664486_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14297442_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14297443_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14297444_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14297445_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14297446_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14297448_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14297449_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14297450_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14579902_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996476_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996477_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996478_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996479_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996480_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996481_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996482_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996483_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996485_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996486_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996487_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996488_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996489_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996490_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR14996491_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017661_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017662_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017663_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017664_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017665_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017666_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017667_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017668_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017669_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017670_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
